Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
2,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
3,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
4,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
5,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
6,1,IPC033-232 v1,SELECT Title  FROM Paper  WHERE Paper.year <> 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
7,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022 ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
8,1,IPC033-232 v1,SELECT title FROM paper WHERE NOT year = ´2022´,0.875,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""paper.doi""LINE 1: ...ELECT title FROM paper WHERE NOT year = ´2022´                                                   ^. This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
9,1,IPC033-232 v1,Select title from paper Where not year  = 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
10,1,IPC033-232 v1,SELECT P.title FROM Paper P WHERE P.year != 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
11,1,IPC033-232 v1,SELECT p.title FROM Paper p WHERE p.year <> 2022 ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
12,1,IPC033-232 v1,SELECT Paper.title FROM Paper  WHERE Paper.year != '2022';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
13,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year=´2022´;,0.875,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""Paper.doi""LINE 1: SELECT title FROM Paper WHERE NOT year=´2022´;                                               ^. This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
14,1,IPC033-232 v1,SELECT Paper.title  FROM Paper WHERE Paper.year <> 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
15,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
16,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022 ;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
17,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = ´2022´,1,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, 'SELECT title FROM Paper WHERE NOT year = 2022;'. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""Paper.doi""LINE 1: ...ELECT title FROM Paper WHERE NOT year = ´2022´                                                   ^. This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
18,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
19,1,IPC033-232 v1,SELECT P1.title  FROM Paper P1 WHERE NOT EXIST (SELECT *  FROM Paper P2  WHERE P2.year = 2022 AND P1.title = P2.title);,0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis. SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
20,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
21,1,IPC033-232 v1,SELECT title FROM PAPER WHERE NOT year=´2022´;,0.875,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""PAPER.doi""LINE 1: SELECT title FROM PAPER WHERE NOT year=´2022´;                                               ^. This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
22,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
23,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
24,1,IPC033-232 v1,SELECT Paper.title FROM Paper WHERE NOT EXISTS ( SELECT Paper.year FROM Paper WHERE Paper.year = ´2022´ ),0.625,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""Paper.doi"". This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
25,1,IPC033-232 v1,SELECT DISTINCT title FROM Paper WHERE NOT year = 2022;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
26,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022; -- We could also use IS NOT instead of <>,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
