Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
2,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = 2022;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
3,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
4,1,IPC033-232 v1,SELECT title FROM Paper WHERE NOT year = 2022;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
5,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
6,1,IPC033-232 v1,SELECT Title  FROM Paper  WHERE Paper.year <> 2022,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
7,1,IPC033-232 v1,SELECT title FROM Paper WHERE year <> 2022 ;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
8,1,IPC033-232 v1,SELECT title FROM paper WHERE NOT year = ´2022´,0.875,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct. . Binder Error: Referenced column ""´2022´"" not found in FROM clause!Candidate bindings: ""paper.doi""LINE 1: ...ELECT title FROM paper WHERE NOT year = ´2022´                                                   ^. There was an error in grading this quiz."
9,1,IPC033-232 v1,Select title from paper Where not year  = 2022,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
10,1,IPC033-232 v1,SELECT P.title FROM Paper P WHERE P.year != 2022;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
