Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
56,1,IPC033-56 v1,idk,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
223,1,IPC033-56 v1,SELECT Supervisor.name AS supervisor_name  FROM Employee AS Employee  JOIN Employee AS Supervisor ON Employee.superv_nr= Supervisor.emp_nr  WHERE Employee.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
176,1,IPC033-56 v1,SELECT name  FROM Employee  WHERE emp_nr = (SELECT superv_nr FROM Employee WHERE name = 'Djoerd Hiemstra');,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
89,1,IPC033-56 v1,SELECT superv_nr FROM Employee E1 WHERE name = 'DJoerd Hiemstra'   UNION  SELECT name FROM E1 WHERE superv_nr = E1.superv_nr;,0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Table with name E1 does not exist!Did you mean ""Unit""?. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
116,1,IPC033-56 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
224,1,IPC033-56 v1,SELECT s.name  FROM Employee e JOIN Employee s ON e.superv_nr = s.emp_nr  WHERE e.name = 'Djoerd Hiemstra',1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
209,1,IPC033-56 v1,SELECT sup.name  FROM Employee emp  JOIN Employee sup ON emp.superv_nr = sup.emp_nr  WHERE emp.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
180,1,IPC033-56 v1,SELECT sup.name As supervisor_name FROM Employee AS emp JOIN Employee AS sup ON emp.superv_nr = sup.emp_nr WHERE emp.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
53,1,IPC033-56 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
143,1,IPC033-56 v1,"SELECT E2.name  FROM Employee AS E1, Employee AS E2  Where E1.name = 'Djoerd Hiemstra'  AND E1.superv_nr = E2.emp_nr;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
138,1,IPC033-56 v1,"SELECT E2.name   FROM Employee AS E1, Employee AS E2  WHERE E1.name = 'Djoerd Hiemstra' AND E1.superv_nr = E2.emp_nr;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
158,1,IPC033-56 v1,SELECT Supervisor.name AS supervisor_name  FROM Employee AS Employee  JOIN Employee AS Supervisor ON Employee.superv_nr = Supervisor.emp_nr  WHERE Employee.name = 'Djoerd Hiemstra';   ,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
133,1,IPC033-56 v1,"SELECT E1.name  FROM Employee E1, Employee E2  WHERE E2.name = 'Djoerd Hiemstra'  AND E1.job = 'supervisor'  AND E1.unit_id = E2.unit_id;   ",0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
149,1,IPC033-56 v1,SELECT Suprv.name  FROM Employee  JOIN Employee AS Suprv ON Employee.suprv_nr = Suprv.emp_nr  WHERE Employee.name = ''Djoerd Hiemstra';,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
66,1,IPC033-56 v1,"SELECT E1.name FROM Employee E1, Employee E2 WHERE E1.emp_nr=E2.superv_nr AND E2.name='Djoerd Hiemstra';",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
132,1,IPC033-56 v1,"SELECT E2.name FROM Employee E1, Employee E2 WHERE E1.superv_nr = E2.emp_nr AND E1.name = 'Djoerd Hiemstra';",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
171,1,IPC033-56 v1,SELECT name FROM Employee WHERE emp_nr =  (SELECT superv_nr FROM Employee WHERE name = 'Djoerd Hiemstra');,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
195,1,IPC033-56 v1,"SELECT s.name  FROM Employee s, Employee d  WHERE s.emp_nr = d.superv_nr AND d.name = 'Djoerd Hiemstra';",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
111,1,IPC033-56 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
100,1,IPC033-56 v1,"SELECT E1.name FROM Employee E1, Employee E2 WHERE E1.emp_nr = E2.superv_nr AND E2.name = 'Djoerd Hiemstra';",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
88,1,IPC033-56 v1,SELECT super.name  FROM Employee emp  JOIN Employee super ON emp.superv_nr = super.emp_nr  WHERE emp.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
15,1,IPC033-56 v1,SELECT name FROM Employee WHERE name = 'Djoerd Hiemstra';,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
215,1,IPC033-56 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
225,1,IPC033-56 v1,"SELECT Supervisor.name  FROM Employee, Employee AS Supervisor  WHERE Employee.name = 'Djoerd Hiemstra'  AND Employee.superv_nr = Supervisor.emp_nr;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
213,1,IPC033-56 v1,SELECT supervisor.name AS supervisor_name FROM Employee AS employee JOIN Employee AS supervisor ON employee.superv_nr = supervisor.emp_nr WHERE employee.name = 'Djoern Hiemstra';,0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, 'SELECT Supervisor.name AS supervisor_name  FROM Employee AS Employee  JOIN Employee AS Supervisor ON Employee.superv_nr= Supervisor.emp_nr  WHERE Employee.name = 'Djoerd Hiemstra';'. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
226,1,IPC033-56 v1,"SELECT E1.name FROM Employee E1, Employee E2 WHERE E2.superv_nr = E1.emp_nr AND E2.name='Djoerd Hiemstra';",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
227,1,IPC033-56 v1,SELECT name  FROM Employee  WHERE emp_nr = (     SELECT emp_nr     FROM Employee     WHERE name = 'Djoerd Hiemstra');,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
228,1,IPC033-56 v1,"SELECT E1.name FROM Employee AS E1 , Employee AS E2  WHERE E2.superv_nr = E1.emp_nr AND E2.name = 'Djoerd Hiemstra ' ;",0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, 'SELECT E1.name FROM Employee AS E1, Employee AS E2  WHERE E2.superv_nr = E1.emp_nr AND E2.name = 'Djoerd Hiemstra' ;'. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
229,1,IPC033-56 v1,SELECT supervisor.name  FROM Employee as employee  JOIN Employee AS supervisor ON employee.superv_nr = supervisor.emp_nr  WHERE employee.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
48,1,IPC033-56 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
96,1,IPC033-56 v1,SELECT name  FROM Employee  WHERE superv_nr =   (  SELECT superv_nr  FROM Employee  WHERE name = 'Djoerd Hiemstra'  );,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
71,1,IPC033-56 v1,SELECT e2.name   FROM Employee e1  JOIN Employee e2 ON e1.superv_nr = e2.emp_nr  WHERE e1.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
230,1,IPC033-56 v1,SELECT Supervisor.name AS supervisor_name  FROM Employee AS Employee  JOIN Employee AS Supervisor ON Employee.superv_nr = Supervisor.emp_nr  WHERE Employee.name = 'Djoerd Hiemstra';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
