id,query,syntax,semantic,results,correctness level,normalized value
115,,1,0,0,2,0.142857
121,,1,0,0,2,0.142857
154,,1,0,0,2,0.142857
210,,1,0,0,2,0.142857
223,,1,0,0,2,0.142857
251,,1,0,0,2,0.142857
274,,1,0,0,2,0.142857
279,,1,0,0,2,0.142857
319,,1,0,0,2,0.142857
323,,1,0,0,2,0.142857
324,,1,0,0,2,0.142857
334,,1,0,0,2,0.142857
54,,1,0,0,2,0.142857
245," SELECT Artist.name FROM Artist , Produces WHERE Artist.artist_id = Produces.artist_id;",1,0,0,2,0.142857
225," SELECT DISTINCT name > FROM Artist, Produces > WHERE Artist.artist_id=Produces.artist_id;",0,0,0,1,0
70,(SELECT name FROM Artist) UNION (SELECT Artist FROM produces),1,0,0,2,0.142857
40,(SELECT name FROM Artist) UNION (Select name FROM Produces);,1,0,0,2,0.142857
165,"-- I was adviced against doing this but this should work so I wanted to show it <3 -- SELECT DISTINCT Artist.name -- FROM Artist -- NATURAL JOIN Produces; -- My actual Answer SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,0,0,2,0.142857
316,"--SELECT DISTINCT artist.name FROM Artist, Produces WHERE Artist.artist_id == Produces.artist_id;",1,0,0,2,0.142857
267,=,0,0,0,1,0
343,D SELECT DISTINCT name > FROM Artist > NATURAL JOIN Produces;,0,0,0,1,0
145,PROJECT name FROM Artist JOIN Produces,0,0,0,1,0
347,"SELECT * FROM (SELECT DISTINCT name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id);",0,0,0,1,0
192,SELECT Artist.name FROM Artist INNER JOIN Produces ON Artist.artist_id = Produces.artist_id;,1,0,0,2,0.142857
289,SELECT Artist.name FROM Artist NATURAL JOIN Produces;,1,0,0,2,0.142857
290,"SELECT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,0,0,2,0.142857
202,"SELECT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id; ",1,0,0,2,0.142857
218,"SELECT Artist.name FROM Artist, Produces WHERE Artist.artist_id=Produces.artist_id;",1,0,0,2,0.142857
128,"SELECT Artist.name FROM Artist, Produces; WHERE Artist.artist_id = Produces.produces_id;",0,0,0,1,0
1,"SELECT Artist.name FROM Artist,Produces WHERE Produces.artist_id=Artist.artist_id;",1,0,0,2,0.142857
160,"SELECT Artist.name From Artist, Produces Where Artist.name = Produces.name",1,0,0,2,0.142857
15,"SELECT Artist.name, FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",0,0,0,1,0
163,"SELECT Artist.name, FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",0,0,0,1,0
29,"SELECT Artists.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,0,0,2,0.142857
68,"SELECT Artists.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,0,0,2,0.142857
190,"SELECT COUNT (*) FROM (SELECT DISTINCT name FROM Artist, Produces WHERE Artist.artist_id=Produces.artist_id) AS query_answer;",1,0,0,2,0.142857
58,"SELECT COUNT( DISTINCT Artist.name) FROM Artist, Produces WHERE Artist.artist_id=Produces.artist_id;",1,0,0,2,0.142857
81,"SELECT COUNT(*) FROM (SELECT DISTINCT (name) FROM Artist, Produces WHERE Artist.artist_id=Produces.artist_id) AS bernie_best_always_solves_problems;",1,0,0,2,0.142857
6,"SELECT COUNT(DISTINCT(name)) FROM Artist A, Produces P WHERE A.artist_id = P.artist_id;",1,0,0,2,0.142857
176,"SELECT DISTINCT A.name FROM Artist A, Produces P WHERE A.artist_id = P.artist_id;",1,1,1,8,1
180,"SELECT DISTINCT A.name FROM Artist A, Produces P WHERE A.artist_id = P.artist_id;",1,1,1,8,1
9,"SELECT DISTINCT A.name FROM Artist A, Produces P WHERE A.artist_id = P.artist_id;",1,1,1,8,1
10,"SELECT DISTINCT A.name FROM Artist A, Produces P WHERE P.artist_id = A.artist_id; ",1,1,1,8,1
74,"SELECT DISTINCT Artist.Name FROM Artist,Produces WHERE produces.artist_id=artist.artist_id; ",1,1,1,8,1
116,SELECT DISTINCT Artist.name FROM Artist INNER JOIN Produces ON Artist .artist_id = Produces .artist_id;,1,1,1,8,1
28,SELECT DISTINCT Artist.name FROM Artist NATURAL JOIN Produces;,1,1,1,8,1
158,SELECT DISTINCT Artist.name FROM Artist NATURAL JOIN Produces;,1,1,1,8,1
134,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id",1,1,1,8,1
306,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id",1,1,1,8,1
113,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id ; ",1,1,1,8,1
200,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id AND Artist.name <> Produces.track_id;",1,1,1,8,1
55,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
195,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
229,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
250,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
302,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
329,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
4,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
326,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.artist_id=Produces.artist_id",1,1,1,8,1
18,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE Artist.name = Produces.name ;",1,0,0,2,0.142857
234,"SELECT DISTINCT Artist.name FROM Artist, Produces WHERE artist.artist_id = Produces.artist_id;",1,1,1,8,1
5,"SELECT DISTINCT Artist.name FROM Artist, Produces;",1,0,0,2,0.142857
67,"SELECT DISTINCT Artist.name FROM Artist, Produces;",1,0,0,2,0.142857
136,"SELECT DISTINCT Artist.name FROM Artist, Produces; ",1,0,0,2,0.142857
247,"SELECT DISTINCT Artist.name FROM Artist, produces WHERE produces.artist_id = Artist.artist_id;",1,1,1,8,1
297,"SELECT DISTINCT Artist.name FROM Artist,Produces WHERE Artist.artist_id == Produces.artist_id;",1,0,0,2,0.142857
261,"SELECT DISTINCT Artist.name FROM Artists, produces WHERE Artist.artist_id = Produces.artist_id ;",1,0,0,2,0.142857
288,SELECT DISTINCT Artist.name FROM Produces NATURAL JOIN Artist WHERE Artist.artist_id = Produces.artist_id;,1,1,1,8,1
31,"SELECT DISTINCT Artist.names FROM Artist, Produces WHERE Produces.artist_id = Artist.artist_id;",1,0,0,2,0.142857
89,SELECT DISTINCT NAME FROM artist A JOIN produces P ON A.artist_id = P.artist_id;,1,1,1,8,1
282,SELECT DISTINCT Name FROM Artist JOIN Produces;,0,0,0,1,0
117,SELECT DISTINCT Name FROM Artist NATURAL JOIN Produces;,1,1,1,8,1
168,"SELECT DISTINCT Name FROM Artist, Produces WHERE Artist.artist_id = Produces.artist_id;",1,1,1,8,1
42,"SELECT DISTINCT a.* FROM Artist a, Produces p WHERE a.artist_id = p.artist_id;",1,0,0,2,0.142857
146,"SELECT DISTINCT artist.name FROM artist, produces WHERE artist.artist_id = produces.artist_id;",1,1,1,8,1
120,"SELECT DISTINCT artist.name FROM artist,produces WHERE produces.artist_id=artist.artist_id;",1,1,1,8,1
149,SELECT DISTINCT artist_id FROM produces;,1,0,0,2,0.142857
69,SELECT DISTINCT name FROM (Artist AND Produces);,0,0,0,1,0
