id,query,syntax,semantic,results,correctness level,normalized value
115,,1,0,0,2,0.142857
121,,1,0,0,2,0.142857
154,,1,0,0,2,0.142857
210,,1,0,0,2,0.142857
223,,1,0,0,2,0.142857
251,,1,0,0,2,0.142857
255,,1,0,0,2,0.142857
274,,1,0,0,2,0.142857
279,,1,0,0,2,0.142857
319,,1,0,0,2,0.142857
323,,1,0,0,2,0.142857
324,,1,0,0,2,0.142857
334,,1,0,0,2,0.142857
70,(SELECT album_title FROM Album WHERE Album = compilation),1,0,0,2,0.142857
149,-- I cannot check this answer because postgresql does not like japanese characters SELECT album_title FROM album WHERE type = 'compilation';,1,0,0,2,0.142857
316,--SELECT album_title FROM Album WHERE type='compilation';,1,0,0,2,0.142857
267,=,0,0,0,1,0
120,FROM Album SELECT album_title WHERE type='compilation';,0,0,0,1,0
145,"PROJECT album_title FROM Album WHERE type='compilation' RADB expression. Misread the question, usefull for practice I quess. \project_{album_title}(\select{type='compilation'}(Album)) ",0,0,0,1,0
216,Project album_title select type='compilation',0,0,0,1,0
28,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
104,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
272,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
288,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
30,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
5,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
55,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
68,SELECT Album.album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
1,SELECT Album.album_title FROM Album WHERE Album.type='compilation';,1,1,1,8,1
138,SELECT Album.album_title FROM Album WHERE Album.type='compilation';,1,1,1,8,1
165,SELECT Album.album_title FROM Album WHERE Album.type='compilation';,1,1,1,8,1
58,SELECT Album.album_title FROM Album WHERE Album.type='compilation';,1,1,1,8,1
127,SELECT Album.album_title FROM Album Where Album.type = 'compilation';,1,1,1,8,1
156,SELECT Album.album_title FROM Album Where Album.type = 'compilation';,1,1,1,8,1
240,SELECT Album.album_title FROM Album Where Album.type = 'compilation';,1,1,1,8,1
34,SELECT Album.album_title FROM Album Where Album.type = 'compilation';,1,1,1,8,1
67,SELECT Album.album_title FROM Album Where Album.type = 'compilation';,1,1,1,8,1
326,SELECT Album.album_title from Album WHERE Album.type='compilation',1,1,1,8,1
273,SELECT Album.album_title from Album WHERE type = 'compilation';,1,1,1,8,1
235,SELECT Album.album_title from Album Where Album.type = 'compilation' ;,1,1,1,8,1
118,SELECT Album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
282,SELECT Album_title FROM Album WHERE type='compilation' ;,1,1,1,8,1
18,SELECT DISTINCT album_title FROM Album WHERE Album.type = 'compilation' ;,1,1,1,8,1
12,SELECT DISTINCT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
180,SELECT DISTINCT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
176,SELECT DISTINCT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
208,SELECT DISTINCT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
9,SELECT DISTINCT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
31,SELECT DISTINCT album_title FROM Album WHERE type = 'compliation';,1,0,0,2,0.142857
232,"SELECT DISTINCT album_title FROM Album WHERE type=""compilation"";",1,0,0,2,0.142857
312,"SELECT DISTINCT album_title FROM Album WHERE type=""compilation"";",1,0,0,2,0.142857
306,SELECT DISTINCT album_title FROM Album WHERE type='compilation';,1,1,1,8,1
146,SELECT album.album_title FROM album WHERE album.type = 'compilation';,1,1,1,8,1
248,SELECT album.album_title FROM album WHERE album.type='compilation';,1,1,1,8,1
32,SELECT album.title FROM Album WHERE Album.type = 'compilation',1,0,0,2,0.142857
150,SELECT album.title FROM Album WHERE type = 'compilation';,1,0,0,2,0.142857
56,SELECT album_Title FROM Album WHERE type='compilation',1,1,1,8,1
225,SELECT album_title > FROM Album > WHERE type='compilation';,0,0,0,1,0
271,SELECT album_title FROM ALBUM WHERE type = 'compilation';,1,1,1,8,1
46,SELECT album_title FROM ALbum WHERE type = 'compilation';,1,1,1,8,1
11,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
133,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
175,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
182,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
184,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
254,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
297,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
60,SELECT album_title FROM Album WHERE Album.type = 'compilation';,1,1,1,8,1
160,SELECT album_title FROM Album WHERE Album.type = Album.compilation,1,0,0,2,0.142857
65,SELECT album_title FROM Album WHERE Album.type = compilation,1,0,0,2,0.142857
106,SELECT album_title FROM Album WHERE Album.type ='compilation';,1,1,1,8,1
328,SELECT album_title FROM Album WHERE Album.type ='compilation';,1,1,1,8,1
348,SELECT album_title FROM Album WHERE Album.type='compilation';,1,1,1,8,1
123,SELECT album_title FROM Album WHERE album.type = 'compilation';,1,1,1,8,1
39,SELECT album_title FROM Album WHERE album.type = 'compilation';,1,1,1,8,1
59,SELECT album_title FROM Album WHERE album_id = compilation;,1,0,0,2,0.142857
212,"SELECT album_title FROM Album WHERE type = ""compilation"" ;",1,0,0,2,0.142857
78,"SELECT album_title FROM Album WHERE type = ""compilation"";",1,0,0,2,0.142857
317,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
298,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
233,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
211,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
139,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
134,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
140,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
189,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
266,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
292,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
308,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
36,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
72,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
94,SELECT album_title FROM Album WHERE type = 'compilation',1,1,1,8,1
226,SELECT album_title FROM Album WHERE type = 'compilation' ;,1,1,1,8,1
24,SELECT album_title FROM Album WHERE type = 'compilation' ;,1,1,1,8,1
95,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
90,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
69,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
57,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
50,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
4,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
40,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
313,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
307,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
289,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
29,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
290,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
283,SELECT album_title FROM Album WHERE type = 'compilation';,1,1,1,8,1
