Org Defined ID,Attempt #,Q #,Query,Grade,Out Of,Feedback
259,1,2,"""INSERT INTO Book (isbn, title, author) VALUES ('2', 'abc',xyz'); INSERT INTO Book (isbn, title, author) VALUES ('2', 'abc','def');""",0.9714285714285714,1,"""Correct semantics.
5️⃣ Additional Information:
● Syntax Analysis: Syntax minor error. The query was changed to 'insert into book (isbn, title, author) values ('2', 'abc', 'abc'); insert into book (isbn, title, author) values ('2', 'abc', 'abc');' make it parseable.

"""
260,1,2,"""INSERT INTO Book VALUES (Harry Potter, 12983503345, J.K. Rowling); INSERT INTO Book VALUES (Lord of the Rings, 12983503345, J.R.R. Tolkien);""",0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
261,1,2,"""INSERT INTO Book (isbn, title) VALUES ('0-13-606701-8', 'Database systems');   INSERT INTO Book (isbn, title) VALUES ('0-13-606701-8', 'Database systems - The Complete Book');""",1,1,"""🟢 Correct."""
262,1,2,"""INSERT INTO Book(isbn, title, author) VALUES('qwertyuiopasd', 'book1', 'bob');   INSERT INTO Book(isbn, title, author) VALUES('jjjjjjjjjjjjj', 'book2', 'eve');""",0.5428571428571428,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'book'. Target columns: 'isbn', 'title', 'author'. Insert values: (qwertyuiopasd, book1, bob)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns
✅ Inserted values

Excellent! Your INSERT statement matches the reference.
1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'book'. Target columns: 'isbn', 'title', 'author'. Insert values: (qwertyuiopasd, book2, eve)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected 'qwertyuiopasd', found 'jjjjjjjjjjjjj'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a unique constraint, but it did not.
⚠️ You inserted an extra row into 'book': qwertyuiopasd book1 bob .
⚠️ You inserted an extra row into 'book': jjjjjjjjjjjjj book2 eve .
"""
263,1,2,"""INSERT INTO Book VALUES('123', 'BOOK1', 'John John the 2nd'); INSERT INTO Book VALUES('123', 'BOOK2', 'Codin Maticiuc');""",1,1,"""🟢 Correct."""
264,1,2,"""INSERT INTO Book VALUES (2859105968193, 'Sing For The Moment', 'Eminem'); INSERT INTO Book VALUES (2859105968193, 'Dior', 'Pop Smoke');""",1,1,"""🟢 Correct."""
264,2,2,"""INSERT INTO Book(isbn, title, author) VALUES('9781292025827', 'A first course in Database Systems', 'Jennifer Widom'), ('9781292025827', 'No Systems', 'Jennifer Lawrence');""",1,1,"""🟢 Correct."""
265,1,2,"""INSERT INTO Book (author, isbn, title) VALUES ('hello', 1234, 'a1'); INSERT INTO Book (author, isbn, title) VALUES ('helooo', 1234, 'a2');""",1,1,"""🟢 Correct."""
266,1,2,"""CREATE TABLE Book (isbn TEXT, title TEXT, author TEXT);   CREATE TABLE Copy (isbn TEXT, serial_number INT, weight INT, bookcase INT, PRIMARY KEY (serial_number), UNIQUE (serial_number));""",0.05714285714285714,1,"""Missing InsertStmt statement.
Missing InsertStmt statement.
Extra CreateStmt statement.
Extra CreateStmt statement.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a unique constraint, but it did not.
"""
267,1,2,"""INSERT INTO Book(isbn,title,author) VALUES ('1234567891234','Life is good','Peter Pan'); INSERT INTO Book(isbn,title,author) VALUES ('1234567891234','The world is different','Jan van de Boom');""",1,1,"""🟢 Correct."""
