Org Defined ID,Attempt #,Q #,Query,Grade,Out Of,Feedback
1,1,3,"""INSERT INTO Copy VALUES (42, 12, 200, 18);""",1,1,"""🟢 Correct."""
2,1,3,"""INSERT INTO copy (isbn) VALUES (""""1"""");""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (9781523853960, 1, 200, 23)

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Target columns
❌ Row 1 values

❗ Problem Details:
● Missing columns: 'bookcase',  'serial_number',  'weight'.
● Row 1 has different number of values: expected 4, found 1.
● Missing value(s): '1' '200' '23' .

4️⃣ Next steps:
💡 Add the missing columns to the INSERT statement.
💡 Add the missing value(s) at row 1.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
3,1,3,"""INSERT INTO Copy VALUES (1, 1234, 340, 5);""",1,1,"""🟢 Correct."""
4,1,3,"""INSERT INTO Copy (isbn, title, author) VALUES ('9781000000000', 2, 200, 81);""",0.2,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Insert values: (1, 1234, 340, 5)

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Target columns
❌ Row 1: column 1
❌ Row 1: column 2
❌ Row 1: column 3
❌ Row 1: column 4

❗ Problem Details:
● Extra columns: 'author',  'isbn',  'title'.
● Mismatch in values at row 1, column 1: expected '1', found '9781000000000'.
● Mismatch in values at row 1, column 2: expected '1234', found '2'.
● Mismatch in values at row 1, column 3: expected '340', found '200'.
● Mismatch in values at row 1, column 4: expected '5', found '81'.

4️⃣ Next steps:
💡 Remove the extra columns from the INSERT statement.
💡 Fix the value at row 1: column 1.
💡 Fix the value at row 1: column 2.
💡 Fix the value at row 1: column 3.
💡 Fix the value at row 1: column 4.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
5,1,3,"""INSERT INTO Copy VALUES (9780001054608, 12, 250g, 8);""",0.2857142857142857,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Insert values: (1, 1234, 340, 5)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: column 1
❌ Row 1: column 2
❌ Row 1: column 3
❌ Row 1: column 4

❗ Problem Details:
● Mismatch in values at row 1, column 1: expected '1', found '97800010124608'.
● Mismatch in values at row 1, column 2: expected '1234', found '12'.
● Mismatch in values at row 1, column 3: expected '340', found '12120'.
● Mismatch in values at row 1, column 4: expected '5', found '8'.

4️⃣ Next steps:
💡 Fix the value at row 1: column 1.
💡 Fix the value at row 1: column 2.
💡 Fix the value at row 1: column 3.
💡 Fix the value at row 1: column 4.
5️⃣ Additional Information:
● Syntax Analysis: Syntax minor error. The query was changed to 'insert into copy values (97800010124608, 12, 12120, 8);' make it parseable.

● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
6,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES (9700000000, 1, 1500, 1);""",1,1,"""🟢 Correct."""
7,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('2', 12345, 500, 123);""",1,1,"""🟢 Correct."""
8,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES('999999999999', 1, 200, 81);""",1,1,"""🟢 Correct."""
9,1,3,"""INSERT INTO Copy VALUES (1234, 21378234, 123, 4);""",1,1,"""🟢 Correct."""
10,1,3,"""INSERT INTO Copy (isbn,serial_number) VALUES('3','5462158457');""",0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number'. Insert values: (978129000000, 2049360)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn
❌ Row 1: serial_number

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected '978129000000', found '3'.
● Mismatch in values at row 1, serial_number: expected '2049360', found '5462158457'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
11,1,3,"""INSERT INTO Copy VALUES(9919, 9119, 25, 2);""",1,1,"""🟢 Correct."""
12,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('978129202581', 1, '200', 'A1');""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (2, 12345, 500, 123)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn
❌ Row 1: serial_number
❌ Row 1: weight
❌ Row 1: bookcase

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected '2', found '978129202581'.
● Mismatch in values at row 1, serial_number: expected '12345', found '1'.
● Mismatch in values at row 1, weight: expected '500', found '200'.
● Mismatch in values at row 1, bookcase: expected '123', found 'A1'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
💡 Fix the value at row 1: weight.
💡 Fix the value at row 1: bookcase.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
13,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES (12345, 1, 200, 5);""",1,1,"""🟢 Correct."""
14,1,3,"""INSERT INTO Copy(isbn, serial number, weight, bookcase) VALUES(1111111111111, 5, 300, 10);""",0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
15,1,3,"""INSERT INTO Copy VALUES(10, 1, 100, 1);""",1,1,"""🟢 Correct."""
16,1,3,"""INSERT INTO Copy VALUES (1,2,3,4);""",1,1,"""🟢 Correct."""
17,1,3,,0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
18,1,3,"""insert into copy (isbn,serial_number, weight,bookcase) values (666, 1, 98, 1);""",1,1,"""🟢 Correct."""
19,1,3,"""INSERT INTO copy (isbn, serial_number, weight, bookcase) VALUES ('123', 456, 20000, 4);""",1,1,"""🟢 Correct."""
20,1,3,"""INSERT INTO Copy VALUES('1234', '1', 170, 17);""",1,1,"""🟢 Correct."""
21,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES('0293847592745',1, 200, """"Catherine Charles"""");""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (2, 12345, 500, 123)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn
❌ Row 1: serial_number
❌ Row 1: weight
❌ Row 1: bookcase

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected '2', found '0293847592745'.
● Mismatch in values at row 1, serial_number: expected '12345', found '1'.
● Mismatch in values at row 1, weight: expected '500', found '200'.
● Mismatch in values at row 1, bookcase: expected '123', found 'Catherine Charles'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
💡 Fix the value at row 1: weight.
💡 Fix the value at row 1: bookcase.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
22,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES (042, 012415262, 200, """"hardcover"""");""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (9700000000, 1, 1500, 1)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn
❌ Row 1: serial_number
❌ Row 1: weight
❌ Row 1: bookcase

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected '9700000000', found '42'.
● Mismatch in values at row 1, serial_number: expected '1', found '12415262'.
● Mismatch in values at row 1, weight: expected '1500', found '200'.
● Mismatch in values at row 1, bookcase: expected '1', found 'hardcover'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
💡 Fix the value at row 1: weight.
💡 Fix the value at row 1: bookcase.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
23,1,3,-,0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
24,1,3,"""INSERT INTO Copy (isbn,serial_number,weight,bookcase) VALUES (10,10,10,10);""",1,1,"""🟢 Correct."""
25,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('123456789012', 1, 200, 1);""",1,1,"""🟢 Correct."""
26,1,3,"""INSERT INTO Copy VALUES(589, 2, 50, 1);""",1,1,"""🟢 Correct."""
27,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES (9780743225052, 1, 370, 79);""",1,1,"""🟢 Correct."""
28,1,3,"""INSERT INTO Copy VALUES ( 0987654321123, 1, 100,3);""",1,1,"""🟢 Correct."""
29,1,3,"""INSERT INTO Copy(isbn,serial_number, weight_in_grams, bookcase) VALUES (""""1234ED"""", """"sdfdsf3"""", 3, 4);""",0.2,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (9781523853960, 1, 200, 23)

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Target columns
❌ Row 1: isbn
❌ Row 1: serial_number
❌ Row 1: weight
❌ Row 1: bookcase

❗ Problem Details:
● Missing columns: 'weight'.
● Extra columns: 'weight_in_grams'.
● Mismatch in values at row 1, isbn: expected '9781523853960', found '1234ED'.
● Mismatch in values at row 1, serial_number: expected '1', found 'sdfdsf3'.
● Mismatch in values at row 1, weight: expected '200', found '3'.
● Mismatch in values at row 1, bookcase: expected '23', found '4'.

4️⃣ Next steps:
💡 Add the missing columns to the INSERT statement.
💡 Remove the extra columns from the INSERT statement.
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
💡 Fix the value at row 1: weight.
💡 Fix the value at row 1: bookcase.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
30,1,3,"""INSERT INTO Copy VALUES ('1a3d', 00001, 274, 3);""",1,1,"""🟢 Correct."""
31,1,3,"""INSERT INTO Copy VALUES ('91853', 5, 550, 12);""",1,1,"""🟢 Correct."""
