id,query,syntax,semantic,results,correctness level,normalized value
228,,2,0,0,3,0.0769231
321,,2,0,0,3,0.0769231
328,,2,0,0,3,0.0769231
49,,2,0,0,3,0.0769231
56,,2,0,0,3,0.0769231
6,,2,0,0,3,0.0769231
67,,2,0,0,3,0.0769231
33," SELECT * FROM Teacher, Theme WHERE Theme.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,0,1,12,0.423077
81," SELECT * FROM Teacher, Theme_ID AND Teach_ID 2",0,0,0,1,0
267," SELECT Theme.theme_id, Theme.name FROM Theme INNER JOIN Teacher ON Theme.teacher_id = Teacher.teacher_id WHERE Teacher.name == 'Djoerd Hiemstra';",2,0,0,3,0.0769231
35," SELECT theme_id, name FROM Teacher, Theme WHERE name='Djoerd Hiemstra'",2,0,0,3,0.0769231
24,"-- Select all: SELECT * FROM Teacher, Theme WHERE teacher_id = 2; ",2,0,0,3,0.0769231
107,"BEGIN; SELECT theme_id, name FROM Theme WHERE teacher_id = 2; COMMIT;",2,0,0,3,0.0769231
342,"BEGIN; SELECT theme_id, name FROM Theme; WHERE name = 'Djoerd Hiemstra'; COMMIT;",0,0,0,1,0
286,CREATE TABLE Theme ( theme_id INT teacher_id INT name TEXT ) ; CREATE TABLE Teacher ( teacher_id INT name TEXT ) ; SELECT teacher_id FROM Teacher WHERE type = '2' SELECT name FROM Teacher WHERE type = '2' AND name = 'Djoerd Hiemstra',0,0,0,1,0
306,"Given the same SQL query: SELECT theme_id, name FROM Teacher , Theme where teacher_id='Djoerd Hiemstra' ",0,0,0,1,0
182,"SELECT 'Djoerd Hiemstra' FROM Teacher, Theme",2,0,1,12,0.423077
71,"SELECT (theme_id, name) FROM Teacher, Theme",2,0,0,3,0.0769231
270,"SELECT * FROM TEACHER, THEME WHERE theme_id = 'Djoerd Hiemstra' AND THEME.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
340,"SELECT * FROM Teacher te, Theme th WHERE te.name = 'Djoerd Hiemstra'",2,0,0,3,0.0769231
146,"SELECT * FROM Teacher, Theme WHERE Djoerd Hiemstra = Theme",0,0,0,1,0
98,"SELECT * FROM Teacher, Theme WHERE Teacher = 'Djoerd Hiemstra'",2,0,0,3,0.0769231
281,"SELECT * FROM Teacher, Theme WHERE Teacher = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
27,"SELECT * FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,0,0,3,0.0769231
30,"SELECT * FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id == Theme.theme_id;",2,0,0,3,0.0769231
288,"SELECT * FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
315,"SELECT * FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
338,"SELECT * FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
234,"SELECT * FROM Teacher, Theme WHERE Teacher.teacher_id=Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
172,"SELECT * FROM Teacher, Theme WHERE Teacher.teacher_id=Theme.teacher_id AND Teacher.name='Djoerd Hiemstra'; ",2,0,0,3,0.0769231
142,"SELECT * FROM Teacher, Theme WHERE Theme.Teacher_id='2' AND Teacher.Teacher_id='2';",2,0,0,3,0.0769231
216,"SELECT * FROM Teacher, Theme WHERE name = Djeord Hiemstra",0,0,0,1,0
58,"SELECT * FROM Teacher, Theme WHERE teacher_id = '2'",2,0,0,3,0.0769231
162,"SELECT * FROM Teacher, Theme WHERE teacher_id = 2",2,0,0,3,0.0769231
95,"SELECT * FROM Teacher, Theme WHERE teacher_id = 2;",2,0,0,3,0.0769231
272,"SELECT * FROM Teacher,Theme WHERE Teacher.teacher_id ==Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,0,0,3,0.0769231
117,SELECT * FROM Theme WHERE Theme-id = 2,2,0,0,3,0.0769231
135,SELECT * FROM Theme WHERE Theme.teacher_id = 2;,2,0,1,12,0.423077
207,SELECT * FROM Theme WHERE Theme.teacher_id=2;,2,0,1,12,0.423077
192,SELECT * FROM Theme WHERE teacher_id = '1',2,0,1,12,0.423077
268,SELECT * FROM Theme WHERE teacher_id = 'Djoerd Hiemstra',2,0,0,3,0.0769231
72,SELECT * FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
307,SELECT * FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
3,SELECT * FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
331,SELECT * FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
90,SELECT * FROM Theme WHERE teacher_id = 2;,2,0,1,12,0.423077
214,SELECT * FROM Theme WHERE teacher_id=2;,2,0,1,12,0.423077
63,"SELECT * FROM Theme(theme_id, name) WHERE names='Djoerd Hiemstra';",2,0,0,3,0.0769231
348,SELECT * FROM theme WHERE teachers_id = '2',2,0,0,3,0.0769231
9,"SELECT * Theme.theme, theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",0,0,0,1,0
16,"SELECT 2 FROM Teacher, Theme",2,0,1,12,0.423077
147,"SELECT A.theme_id, A.name FROM Theme A, Teacher B WHERE B.name = 'Djoerd Hiemstra'",2,0,1,12,0.423077
136,"SELECT A.theme_id, A.name FROM Theme A, Teacher B WHERE B.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
100,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE (A.name = 'Djoerd Hiemstra') AND (A.teacher_id = B.teacher_id);",2,2,2,27,1
357,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE A.name='Djoerd Hiemstra' AND A.teacher_id=B.teacher_id; ",2,2,2,27,1
106,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE A.teacher_id = B.teacher_id AND A.name = 'Djoerd Hiemstra'; ",2,2,2,27,1
325,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE A.teacher_id = B.teacher_id WHERE A.name = 'Djoerd Hiemstra'",0,0,0,1,0
279,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE B.teacher_id = 2 AND A.teacher_id = 2",2,2,2,27,1
299,"SELECT B.theme_id, B.name FROM Teacher A, Theme B WHERE name = 'Djoerd Hiemstra'",2,0,0,3,0.0769231
168,"SELECT B.theme_id, B.name FROM Theme B WHERE B.teacher_id = 2",2,2,2,27,1
174,"SELECT DISTINCT theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
170,"SELECT DISTINCT theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id = 2;",2,2,2,27,1
242,"SELECT H.theme_id, H.name FROM Teacher E, Theme H WHERE E.name = 'Djoerd Hiemstra' AND E.teacher_id = H.teacher_id; ",2,2,2,27,1
308,"SELECT H.theme_id, H.name FROM Teacher T, Theme H WHERE T.name = 'Djoerd Hiemstra' AND T.teacher_id = H.teacher_id;",2,2,2,27,1
184,"SELECT H.theme_id, H.name FROM Teacher T, Theme H WHERE T.name = 'Djoerd Hiemstra' AND T.teacher_id = H.teacher_id;",2,2,2,27,1
141,"SELECT H.theme_id, H.name FROM Teacher T, Theme H WHERE T.teacher_id = H.teacher_id AND T.name = 'Djoerd Hiemstra'",2,2,2,27,1
296,"SELECT P.theme_id, P.name FROM Teacher T, Theme P WHERE T.teacher_id = P.teacher_id AND T.name = 'Djoerd Hiemstra';",2,2,2,27,1
181,"SELECT T.name, T.theme_id FROM Teacher, Theme AS T WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = T.teacher_id;",2,2,2,27,1
37,"SELECT T.theme_id, T.name FROM Teacher, Theme T WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = T.teacher_id;",2,2,2,27,1
64,"SELECT T.theme_id, T.name FROM Theme T, Teacher L WHERE L.name = 'Djoerd Hiemstra'",2,0,1,12,0.423077
83,"SELECT T.theme_id, T.name FROM Theme T, Teacher N WHERE N.name='Djoerd Hiemstra' AND T.teacher_id=N.teacher_id",2,2,2,27,1
143,"SELECT T.theme_id, T.name FROM Theme T, Teacher P WHERE P.name = 'Djoerd Hiemstra' AND T.teacher_id = P.teacher_id;",2,2,2,27,1
70,"SELECT T.theme_id, T.name FROM Theme T, Teacher TE WHERE T.teacher_id = TE.teacher_id AND TE.name = 'Djoerd Hiemstra'",2,2,2,27,1
185,"SELECT T.theme_id, T.name FROM Theme T, Teacher Te WHERE T.teacher_id = Te.teacher_id AND Te.name = 'Djoerd Hiemstra';",2,2,2,27,1
332,"SELECT TH.theme_id, TH.name FROM Theme TH, Teacher TE WHERE TE.name='Djoerd Hiemstra' AND TE.teacher_id=TH.teacher_id;",2,2,2,27,1
127,SELECT Teacher FROM name WHERE teacher_id = 2,2,0,0,3,0.0769231
14,"SELECT Team id, Team name FROM Team WHERE teacher id = 2 ",0,0,0,1,0
122,"SELECT Th.theme_id, Th.name FROM Teacher Tc, Theme Th WHERE Th.teacher_id = Tc.teacher_id and Tc.name='Djoerd Hiemstra';",2,2,2,27,1
158,"SELECT Th.theme_id, Th.name FROM Teacher Te, Theme Th WHERE Te.teacher_id = Th.teacher_id AND Te.name = 'Djoerd Hiemstra' ;",2,2,2,27,1
304,"SELECT Th.theme_id, Th.name FROM Teacher Te, Theme Th WHERE Te.teacher_id = Th.teacher_id AND Te.name = 'Djoerd Hiemstra'; ",2,2,2,27,1
250,"SELECT Th.theme_id, Th.name from Teacher Tc, THeme Th where Th.teacher_id = Tc.teacher_id and Tc.name='Djoerd Hiemstra';",2,2,2,27,1
173,"SELECT Theme.id, Theme.name FROM teacher, theme WHERE teacher.name = 'Djoerd Hiemstra' AND teacher.teacher_id = 2",2,0,0,3,0.0769231
119,"SELECT Theme.name, Theme.theme_id FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
219,"SELECT Theme.name, Theme.theme_id FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
356,"SELECT Theme.name, Theme.theme_id FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
218,"SELECT Theme.name, Theme.theme_id FROM Teacher, Theme WHERE Theme.teacher_id = (SELECT Teacher.teacher_id WHERE Teacher.name = Djoerd Hiemstra"");""",2,0,0,3,0.0769231
339,"SELECT Theme.name, Theme.theme_id FROM Teacher, Theme WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
309,"SELECT Theme.name, Theme.theme_id FROM Theme, Teacher WHERE Theme.teacher_id=Teacher.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
232,"SELECT Theme.teacher_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,0,0,3,0.0769231
180,"SELECT Theme.theme_id ,Theme.name FROM Teacher,Theme INNER JOIN Teacher ON Theme.teacher_id = Teacher,teacher_id WHERE Teacher.name = 'Djoerd Hiemstra'",2,0,0,3,0.0769231
115,"SELECT Theme.theme_id AND Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra'",2,0,0,3,0.0769231
263,"SELECT Theme.theme_id, Teacher.name FROM Teacher, Theme WHERE Teacher.name='Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,0,0,3,0.0769231
32,"SELECT Theme.theme_id, Teacher.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra'; ",2,0,0,3,0.0769231
346,"SELECT Theme.theme_id, Thema.name FROM Teacher, Theme where Teacher.teacher_id = Theme.teacher_id",2,0,0,3,0.0769231
358,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
316,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
193,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
120,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
310,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
42,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Teacher.teacher_id = Theme.teacher_id;",2,2,2,27,1
74,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra' AND Theme.teacher_id = 2;",2,2,2,27,1
229,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
175,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
151,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
354,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name = 'Djoerd Hiemstra';",2,0,1,12,0.423077
60,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name='Djoerd Hiemstra' AND Teacher.teacher_id=Theme.teacher_id;",2,2,2,27,1
85,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name='Djoerd Hiemstra' AND Teacher.teacher_id=Theme.teacher_id;",2,2,2,27,1
8,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.name='Djoerd Hiemstra' AND Theme.teacher_id=Teacher.teacher_id;",2,2,2,27,1
34,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
235,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
213,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
256,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
285,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
294,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id AND Teacher.name = 'Djoerd Hiemstra';",2,2,2,27,1
289,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Teacher.teacher_id = Theme.teacher_id;",2,0,1,12,0.423077
253,"SELECT Theme.theme_id, Theme.name FROM Teacher, Theme WHERE Theme.teacher_id = Teacher.teacher_id AND Teacher.name = Djoerd Hiemstra"";""",2,0,0,3,0.0769231
