id,query,syntax,semantic,results,correctness level,normalized value
114,,2,0,0,3,0.0769231
115,,2,0,0,3,0.0769231
116,,2,0,0,3,0.0769231
121,,2,0,0,3,0.0769231
133,,2,0,0,3,0.0769231
136,,2,0,0,3,0.0769231
137,,2,0,0,3,0.0769231
14,,2,0,0,3,0.0769231
143,,2,0,0,3,0.0769231
15,,2,0,0,3,0.0769231
150,,2,0,0,3,0.0769231
154,,2,0,0,3,0.0769231
163,,2,0,0,3,0.0769231
170,,2,0,0,3,0.0769231
172,,2,0,0,3,0.0769231
174,,2,0,0,3,0.0769231
181,,2,0,0,3,0.0769231
201,,2,0,0,3,0.0769231
203,,2,0,0,3,0.0769231
210,,2,0,0,3,0.0769231
223,,2,0,0,3,0.0769231
224,,2,0,0,3,0.0769231
228,,2,0,0,3,0.0769231
23,,2,0,0,3,0.0769231
233,,2,0,0,3,0.0769231
241,,2,0,0,3,0.0769231
246,,2,0,0,3,0.0769231
251,,2,0,0,3,0.0769231
255,,2,0,0,3,0.0769231
258,,2,0,0,3,0.0769231
26,,2,0,0,3,0.0769231
274,,2,0,0,3,0.0769231
279,,2,0,0,3,0.0769231
282,,2,0,0,3,0.0769231
284,,2,0,0,3,0.0769231
290,,2,0,0,3,0.0769231
298,,2,0,0,3,0.0769231
303,,2,0,0,3,0.0769231
314,,2,0,0,3,0.0769231
315,,2,0,0,3,0.0769231
317,,2,0,0,3,0.0769231
319,,2,0,0,3,0.0769231
322,,2,0,0,3,0.0769231
323,,2,0,0,3,0.0769231
324,,2,0,0,3,0.0769231
334,,2,0,0,3,0.0769231
344,,2,0,0,3,0.0769231
350,,2,0,0,3,0.0769231
42,,2,0,0,3,0.0769231
6,,2,0,0,3,0.0769231
65,,2,0,0,3,0.0769231
66,,2,0,0,3,0.0769231
71,,2,0,0,3,0.0769231
75,,2,0,0,3,0.0769231
82,,2,0,0,3,0.0769231
92,,2,0,0,3,0.0769231
295," SELECT Track.track_title FROM Track, Track as Track2(track_id,album_id2,track_title,duration,popularity,explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti';",2,2,2,27,1
13," SELECT Track.track_title FROM Track, Track as Track_2 WHERE Track.album_id = Track_2.album_id AND Track_2.track_title = 'Overpass Graffiti';",2,2,2,27,1
20," SELECT Track.track_title, album_id FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit ) WHERE album_id = album_id2 AND Track.track_title ='Overpass Graffiti' ;",2,0,0,3,0.0769231
235," SELECT Track2.track_title FROM Track, Track as Track2(track_id, album_id2) WHERE Track.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id2; ",2,2,2,27,1
124," select distinct a.track_title, from Track a, Album b, album c , track d where b.album_id = c.album_id and a.track_id = d.track_id and c.album_id = d.album_id and d.track_title = 'Overpass Graffiti';",0,0,0,1,0
204," select track.track_title from album as album2(album_id2, album_title, total_tracks, year, type), track, track as track2(track_id, album_id, title, duration, popularity, explicit) where album_id = album_id2 and track2.track_title = 'Overpass Graffiti'';",0,0,0,1,0
56,"(SELECT track.title FROM Track, Track AS Track2 (track_id, album_id2, title, duration, popularity, explicit) WHERE album.id = album.id2) UNION (SELECT album.id FROM Track WHERE track.title = 'Overpass Graffiti') ",2,0,0,3,0.0769231
72,-,0,0,0,1,0
281,-,0,0,0,1,0
342,-,0,0,0,1,0
316,--SELECT track_title FROM Track WHERE album_id = (SELECT album_id FROM Track WHERE track_title = 'Overpass Graffiti');,2,0,0,3,0.0769231
345,.,0,0,0,1,0
105,.,0,0,0,1,0
268,.,0,0,0,1,0
267,=,0,0,0,1,0
107,??,0,0,0,1,0
185,???,0,0,0,1,0
343,"D SELECT DISTINCT Track.track_title > FROM Track, Track AS Track2 > WHERE Track2.track_title='Overpass Graffiti' > AND Track.album_id=Track2.album_id;",0,0,0,1,0
139,"I understand we need to make a new album_id and set that equal to the album_id of the track_title Overpass Graffiti""",0,0,0,0,0
145,PROJECT track_title FROM Track JOIN album_id=album_id2 RENAME album_id FROM Track WHERE track_title='Overpass Graffiti' TO album_id2,0,0,0,1,0
216,Project track_title,0,0,0,1,0
196,SELECT * FROM Track JOIN Track AS Track2 ON Track.album_id = Track2.album_id WHERE Track.track_title = 'Overpass Graffiti';,2,0,0,3,0.0769231
252,SELECT * FROM Track WHERE album_id = (album_id FROM Track WHERE title = 'Overpass Graffiti'),0,0,0,1,0
118,"SELECT AlbumOverpass.track_title2 FROM Track, Track AS AlbumOverpass(track_id2, album_id2, track_title2, duration2, popularity2, explicit2) WHERE Track.track_title = 'Overpass Graffiti' AND AlbumOverpass.album_id2 = Track.album_id;",2,2,2,27,1
293,"SELECT B.track_title FROM Track A, Track B WHERE A.track_title = 'Overpass Graffiti' AND B.album_id = A.album_id;",2,2,2,27,1
70,"SELECT DISTINCT Album.Track FROM Track, Album AS Album2 (Album, Track) WHERE Album.Track = Album2.Track AND track_title = 'Overpass Graffiti' ",2,0,0,3,0.0769231
12,"SELECT DISTINCT Album2.track_title FROM Track, Track as album2, Album WHERE Track.album_id = Album.album_id AND Track.track_title = 'Overpass Graffiti' AND Album.album_id = Album2.album_id;",2,2,2,27,1
326,SELECT DISTINCT Track.track_title FROM Track WHERE Track.track_title='Overpass Graffiti' AND album_id=album_id2,2,0,0,3,0.0769231
160,SELECT DISTINCT Track.track_title FROM Track WHERE album_id = album_id2 AND album_id 2 AS album_id AND Track.track_title = Overpass Graffiti,0,0,0,1,0
9,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",2,0,1,12,0.423077
164,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",2,2,2,27,1
144,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",2,2,2,27,1
123,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",2,2,2,27,1
333,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",2,2,2,27,1
39,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2 WHERE Track2.track_title='Overpass Graffiti' AND Track.album_id=Track2.album_id;",2,2,2,27,1
272,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2( track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti' ; ",2,2,2,27,1
112,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(album_id2, track_title) WHERE Track.track_title <> 'Overpass Graffiti' AND album_id = album_id2;",2,0,1,12,0.423077
330,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity) WHERE Track.album_id = Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti'; ",2,2,2,27,1
64,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title = 'Overpass Graffiti'; ",2,2,2,27,1
238,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title='Overpass Graffiti'; ",2,2,2,27,1
331,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id, album_id2,track_title,duration,popularity) WHERE Track.album_id = Track2.album_id2 AND track2.track_title = 'Overpass Graffiti';",2,2,2,27,1
302,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_id2, album_id2, track_title2, duration2, popularity2, explicit2) WHERE Track2.track_title2 = 'Overpass Graffiti' AND Track.album_id = Track2.album_id2;",2,2,2,27,1
259,"SELECT DISTINCT Track.track_title FROM Track, Track AS Track2(track_title, album_id2) WHERE album_id = (SELECT album_id FROM Track WHERE Track.track_title = 'Overpass Graffiti');",2,2,2,27,1
27,"SELECT DISTINCT Track.track_title, Track.album_id FROM Track, Track AS Track2(album_id, album_id2) WHERE Track.album_id = Track2.album_id2 AND Track.track_title='Overpass Graffiti'; ",2,0,1,12,0.423077
336,"SELECT DISTINCT Track.track_title, Track2.album_id2 FROM Track, Track AS Track2(album_id2) WHERE Track.album_id=Track2.album_id2 AND Track2.track_title='Overpass Graffiti';",2,0,1,12,0.423077
77,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id, album_id, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",2,2,2,27,1
327,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id, album_id, track_title, duration, popularity, explicit) WHERE Track.album_id = Track2.album_id AND Track.track_title='Overpass Graffiti' AND Track2.album_id=Track.album_id; ",2,2,2,27,1
52,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_id2, album_id2, track_title, duration, popularity, explicit), Album, Album AS Album2(album_id2, album_title, total_tracks, year, type) WHERE Track.track_title='Overpass Graffiti' AND Track.album_id=Album2.album_id2 AND Track2.album_id2=Album2.album_id2;",2,2,2,27,1
101,"SELECT DISTINCT Track2.track_title FROM Track, Track AS Track2(track_title2, album_id) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti';",2,2,2,27,1
337,"SELECT DISTINCT Track2.track_title, FROM Track, Track AS Track2(track_title2, album_id) WHERE Track.album_id = Track2.album_id AND Track.track_title = 'Overpass Graffiti'; ",0,0,0,1,0
109,"SELECT DISTINCT Track2.track_title2 FROM Track, Album, Track AS Track2(track_id, album_id, track_title2, duration, popularity, explicit), Album AS Album2(album_id2, album_title, total_tracks, year, type) WHERE Track.album_id = Track2.album_id AND Album.album_id = Album2.album_id2 AND Track.track_title = 'Overpass Graffiti'; ",2,2,2,27,1
60,"SELECT DISTINCT title FROM Track, Track AS Track2(track_id, album_id, title2, duration, popularity, explicit) WHERE Track2.title2 = 'Overpass Graffiti' AND Track.album_id = Track2.album_id;",2,0,0,3,0.0769231
141,"SELECT DISTINCT track_title AND album_id AS album_id2 FROM Track WHERE track_title='Overpass Graffiti', Artist WHERE name='Queen';",0,0,0,1,0
69,SELECT DISTINCT track_title FROM Track AND Album where album_id = album_id2 AND SELECT album_id FROM album WHERE track_title = 'Overpass Graffiti';,0,0,0,1,0
36,SELECT DISTINCT track_title FROM Track WHERE album_id=album_id2 AND Track.track_title='Overpass Graffiti',2,0,0,3,0.0769231
312,"SELECT DISTINCT track_title FROM Track, (SELECT DISTINCT album_id FROM Track WHERE track_title='Overpass Graffiti') AS album_id2 WHERE track.album_id=album_id2.album_id;",2,2,2,27,1
232,"SELECT DISTINCT track_title FROM Track, (SELECT DISTINCT album_id FROM Track WHERE track_title='Overpass Graffiti') AS album_id2 WHERE track.album_id=album_id2.album_id; ",2,2,2,27,1
351,"SELECT DISTINCT track_title FROM Track, Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track.album_id=Track2.album_id2 AND track_title='Overpass Graffiti';",2,0,0,3,0.0769231
99,"SELECT DISTINCT track_title FROM Track, Track as Track2(track_id2, album_id2, track_title2, duration, popularity, explicit) WHERE Track2.track_title2='Overpass Graffiti' AND album_id = album_id2;",2,2,2,27,1
283,"SELECT DISTINCT track_title, album_id, album_id2 FROM Track WHERE album_id=album_id2 AND track_title='Overpass Graffiti';",2,0,0,3,0.0769231
68,"SELECT T.track_title FROM Track T, Track T2 WHERE T.track_title = 'Overpass Graffiti' AND T.album_id = T2.album_id",2,0,0,3,0.0769231
176,"SELECT T.track_title, A.album_id FROM Track T, Album AS Album2, Album A WHERE A.album_id = Album2.album_id AND T.track_title = 'Overpass Graffiti'; ",2,0,0,3,0.0769231
261,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti' ;",2,2,2,27,1
129,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti';",2,2,2,27,1
18,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T2.track_title = 'Overpass Graffiti' AND T1.album_id = T2.album_id ;",2,2,2,27,1
4,"SELECT T1.track_title FROM Track T1, Track T2 WHERE T2.track_title = 'Overpass Graffiti' AND T1.album_id = T2.album_id;",2,2,2,27,1
321,"SELECT T1.track_title FROM Track as T1, Track as T2 WHERE T1.album_id = T2.album_id AND T2.track_title = 'Overpass Graffiti';",2,2,2,27,1
110,"SELECT T2.track_title FROM Track T1, Track T2, Album A1, Album A2 WHERE A1.album_id = A2.album_id AND A1.album_id = T1.album_id AND A2.album_id = T2.album_id AND T1.track_title = 'Overpass Graffiti';",2,2,2,27,1
225,"SELECT Track.track_title > FROM Track, (SELECT Track.album_id AS album_id2 > FROM Track > WHERE Track.track_title='Overpass Graffiti') > WHERE Track.album_id=album_id2;",0,0,0,1,0
195,"SELECT Track.track_title FROM Album, Track",2,0,0,3,0.0769231
257,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id = Track2.album_id WHERE Track2.track_title = 'Overpass Graffiti';,2,2,2,27,1
320,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id == Track2.album_id WHERE Track2.track_title = 'Overpass Graffiti';,2,0,0,3,0.0769231
262,SELECT Track.track_title FROM Track JOIN Track AS Track2 ON Track.album_id=Track2.album_id AND Track2.track_title='Overpass Graffiti';,2,2,2,27,1
288,"SELECT Track.track_title FROM Track NATURAL JOIN Album, Album AS Album2(album_id2) WHERE Track.track_title = 'Overpass Graffiti' AND Album.album_id = Album2.album_id2;",2,0,1,12,0.423077
55,"SELECT Track.track_title FROM Track, (SELECT Track.album_id AS album_id2 FROM Track WHERE Track.track_title = 'Overpass Graffiti') WHERE Track.album_id = album_id2; ",0,0,0,1,0
220,"SELECT Track.track_title FROM Track, (SELECT album_id AS album_id2 FROM Track WHERE track_title = 'Overpass Graffiti') WHERE album_id=album_id2;",0,0,0,1,0
301,"SELECT Track.track_title FROM Track, (SELECT album_id AS album_id2 FROM Track WHERE track_title = 'Overpass Graffiti') WHERE album_id=album_id2;",0,0,0,1,0
289,"SELECT Track.track_title FROM Track, (SELECT album_id FROM Track WHERE track_title = 'Overpass Graffiti') AS Track2(album_id2) WHERE album_id = album_id2;",2,2,2,27,1
200,"SELECT Track.track_title FROM Track, (SELECT album_id FROM Track WHERE track_title = 'Overpass Graffiti') AS album_id2 WHERE Track.album_id = album_id2.album_id;",2,2,2,27,1
168,"SELECT Track.track_title FROM Track, (SELECT album_id2 FROM Track AS Track2(track_id, album_id2, track_title, duration, popularity, explicit) WHERE Track2.track_title = 'Overpass Graffiti') WHERE album_id = album_id2;",0,0,0,1,0
