Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-309 v1,"WITH RECURSIVE managers(id) AS (   SELECT E.manager_nr AS id   FROM Employee E   WHERE E.employee_nr = 'U000001' UNION   SELECT E.manager_nr AS id   FROM managers M, Employee E   WHERE M.id = E.id   AND NOT E.manager_nr IS NULL )  SELECT * FROM managers;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Table ""E"" does not have a column named ""id"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
2,1,IPC033-309 v1,"WITH RECURSIVE Manager(employee_nr) AS(   SELECT 'U000001'   UNION   SELECT E.employee_nr   FROM Employee E, Manager M   WHERE E.manager_nr = M.employee_nr ) SELECT * FROM Manager;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
3,1,IPC033-309 v1,"(SELECT Employee1.employee_nr FROM Employee1, Employee2 WHERE Employee1.employee_nr = 'U000001' AND Employee1.employee_nr = Employee2.manager_nr) UNION (SELECT Employee1.employee_nr FROM Employee1, Employee2 WHERE  Employee1.employee_nr = Employee2.manager_nr);",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Table with name Employee1 does not exist!Did you mean ""Employee""?. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
4,1,IPC033-309 v1,"WITH RECURSION Managed(employee_nr) AS (   SELECT E.manager_nr AS employee_nr   FROM Employee E   WHERE E.employee_number = 'U000001' UNION   SELECT E.manager_nr AS employee_nr   FROM Managed M, Employee E   WHERE M.employee_nr = E.employee_nr   AND NOT E.manager_nr IS NULL ) SELECT * FROM Managed;",0.125,1,"The query could not be executed. RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Table ""E"" does not have a column named ""employee_number"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
5,1,IPC033-309 v1,"WITH RECURSIVE employee_nr = 'U000001' AS  (SELECT employee_nr, manager_nr from Employee UNION SELECT a.employee_nr, a.manager_nr FROM Employee a WHERE a.manager_nr = a.employee_nr)",0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis. SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
6,1,IPC033-309 v1,"WITH RECURSIVE managed AS ( (SELECT Employ.manager_nr AS manager, Employ.employee_nr AS descendant, 1 AS depth  FROM Employee AS Employ  WHERE Employee.employee_nr = 'U000001') UNION  (SELECT Old.manager, Employ.employee_nr, Old.depth +1 FROM managed AS Old JOIN Employee as Employ ON Old.descendant= Employ.manager_nr)  ) SELECT DISTINCT * FROM managed;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced table ""Employee"" not found!Candidate tables: ""Employ"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
7,1,IPC033-309 v1,"WITH RECURSIVE manager_of(empoyee_nr) AS M (SELECT empolyee_nr FROM Employee WHERE E.employee_nr = 'U000001' UNION SELECT E.employee_nr FROM Employee E, M WHERE E.manager_nr = M.employee_nr) SELECT * FROM M;",0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis. SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
8,1,IPC033-309 v1,"WITH RECURSIVE Managed(employee_nr) AS ( SELECT employee_nr FROM Employee WHERE employee_nr = 'U000001' UNION SELECT E.employee_nr FROM Employee E, Managed M WHERE E.manager_nr = M.employee_nr ) SELECT * FROM Managed;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
9,1,IPC033-309 v1,"WITH RECURSIVE Managed(employee_nr) AS (  SELECT employee_nr FROM Employee WHERE employee_nr ='U000001' UNION SELECT employee_nr FROM Employee, Managed, WHERE Employee.manager_nr=Managed.employee_nr ) SELECT * FROM Managed;",0.125,1,"The query could not be executed. RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Table ""employee"" does not have a column named ""manager_nrmanaged"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
10,1,IPC033-309 v1,"WITH RECURSIVE Manager(Employee_nr) AS ( SELECT Employee_nr FROM Employee WHERE employee_nr = 'U000001' UNION SELECT E.Manager_nr AS manager FROM Employee E, Manager M WHERE M.manager = E.manager AND NOT E.manager IS NULL )  SELECT * FROM Manager;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Values list ""M"" does not have a column named ""manager"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
11,1,IPC033-309 v1,"WITH RECURSIVE ManagedBy (employee_nr) AS (    SELECT E.employee_nr AS employee_nr    FROM Employee E    WHERE E.employee_nr = 'U000001'   UNION    SELECT E.manager_nr AS employee_nr    FROM ManagedBy M, Employee E    WHERE M.employee_nr = E.employee_nr    AND NOT E.manager_nr IS NULL )  SELECT * FROM ManagedBy;",0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
12,1,IPC033-309 v1,"WITH RECURSIVE Managers(employee_nr) AS ( SELECT Employee.manager_nr AS employee_nr FROM Employee WHERE employee_nr = ´U000001' UNION SELECT E.manager_nr AS employee_nr FROM Employee E, Managers M WHERE E.employee_nr = M.employee_nr AND NOT E.manager_nr IS NULL ) SELECT * FROM Managers",0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
13,1,IPC033-309 v1,WITH RECURSIVE Managed AS( SELECT employee_nr FROM Employee WHERE manager_nr = 'U000001' UNION Select managed.employee_nr FROM Employee managed JOIN Employee manager on manager.employee_nr = managed.employee_nr JOIN Managed m ON manager.manager_nr = m.employee_nr ) SELECT * FROM Managed;,0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
