Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,10,"WITH RECURSIVE Ancestors(advisor, student) AS (SELECT T.advisor AS advisor, T.student AS student FROM Teaches T UNION SELECT T.advisor AS advisor, A.student AS student FROM Ancestors A, Teaches T WHERE A.advisor = T.student) SELECT * FROM Ancestors;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
2,1,10,??????????????,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
3,1,10,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
4,1,10,"WITH RECURSIVE Ancestors(ancestor, descendant) AS ( SELECT advisor AS ancestor, student AS descendant FROM Teaches UNION SELECT ancestor, student AS descendant FROM Ancestors A, Teaches T WHERE A.descendant = T.advisor ) SELECT * FROM Ancestors ORDER BY ancestor;",0.375,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
5,1,10,"WITH RECURSIVE Ancestor(advisor, student) AS( SELECT advisor, student  FROM Teaches  UNION  SELECT t.advisor, a.student FROM Ancestor a, Teaches t WHERE t.student = a.advisor ) SELECT * FROM Ancestor; ",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
6,1,10,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
7,1,10,"WITH RECURSIVE AdvisorFamily AS (SELECT advisor, student FROM Teaches UNION SELECT t.advisor, t.student FROM Teaches t JOIN AdvisorFamily af ON t.advisor = af.advisor ) SELECT a.advisor, a.student FROM AdvisorFamily a;",0.375,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
8,1,10,"WITH RECURSIVE Ancestors(advisor,student) AS (   SELECT *   FROM Teaches UNION   SELECT Ancestors.advisor, Teaches.student   FROM Ancestors, Teaches   WHERE Ancestors.student = Teaches.advisor ) SELECT * FROM Ancestors;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
9,1,10,"WITH RECURSIVE AncestorDescendant AS (     SELECT advisor AS ancestor, student AS descendant     FROM Teaches       UNION ALL       SELECT AD.ancestor, T.student     FROM AncestorDescendant AD     JOIN Teaches T ON AD.descendant = T.advisor ) SELECT ancestor, descendant FROM AncestorDescendant WHERE ancestor <> descendant;",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
10,1,10,"WITH RECURSIVE IDK AS (   SELECT DISTINCT * FROM Teaches T   UNION ALL   SELECT T.advisor, T.student FROM Teaches T, IDK R WHERE R.student = T.advisor   )   SELECT * FROM IDK;",0.375,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
11,1,10,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
12,1,10,"WITH RECURSIVE Ancestors AS (     SELECT advisor, student     FROM Teaches     UNION ALL     SELECT t.advisor, a.student     FROM Teaches t     JOIN Ancestors a ON t.student = a.advisor ) SELECT DISTINCT advisor, student FROM Ancestors; ",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
13,1,10,"WITH RECURSIVE Ancestors AS (     SELECT advisor, student     FROM teaches       UNION       SELECT T1.advisor, T2.student     FROM teaches T1     JOIN Ancestors T2 ON T2.advisor = T1.student ) SELECT DISTINCT advisor AS ancestor, student AS descendant FROM Ancestors;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
