Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-246 v1,"WITH RECURSIVE Paper(doi) AS ( SELECT C.cites_doi AS doi FROM Cites C WHERE C.cites = '10.1002/asi.4630270302' UNION SELECT C.cites_doi AS doi FROM Paper P, Cites C WHERE P.doi = C.doi AND NOT P.cites_doi IS NULL )",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
2,1,IPC033-246 v1,"WITH RECURSIVE Influenced_papers (doi, cites_doi) AS ( SELECT doi, cites_doi FROM Cites WHERE cites_doi = '10.1002/asi.4630270302' UNION SELECT C.doi, C.cites_doi FROM Influenced_papers I, Cites C WHERE I.doi = C.cites_doi) SELECT doi FROM Influenced_papers;",1,1," SYNTAX: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
3,1,IPC033-246 v1,WITH RECURSIVE SubordinatePapers(doi) AS ( -- Base case: select the paper that influences the others SELECT doi FROM Paper WHERE doi = '10.1002/asi.4630270302' -- UNION ALL -- Hence the paper will be included -- -- Recursive step: selects each paper that cited '10.1002/asi.4630270302' SELECT p.doi AS doi FROM Paper p INNER JOIN SubordinatePapers SP ON SP.doi = p.doi ) SELECT * FROM SubordinatePapers;,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
4,1,IPC033-246 v1,"Recursion, no idea :(",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
5,1,IPC033-246 v1,"SELECT RECURSIVE Influenced (doi) AS (    SELECT Cites.doi AS doi    FROM Cites    WHERE cites_doi = '10.1002/asi.4630270302' UNION    SELECT Cites.doi AS doi    FROM Influenced A, Cites    WHERE A.doi = cites_doi ) SELECT * FROM Influenced",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
6,1,IPC033-246 v1,"WITH RECURSIVE paperInfluencedBy AS  (   SELECT doi  FROM Paper  WHERE Paper.doi = '10.1002/asi.4630270302'  UNION   SELECT doi   FROM Paper, Cites  WHERE Paper.doi = Cites.doi  AND NOT Paper.doi IS NULL  )  SELECT * FROM paperInfluencedBy  ",1,1,"The query could not be executed. SYNTAX: Correct! Well done. . Binder Error: Ambiguous reference to column name ""doi"" (use: ""Cites.doi"" or ""Paper.doi""). This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
7,1,IPC033-246 v1,"WITH RECURSIVE doipapers(doi) AS (     SELECT doi     FROM Paper P1     WHERE P1.doi = '10.1002/asi.4630270302'  UNION        SELECT P1.doi     FROM doipapers D, Paper P1, Cites C     WHERE D.doi = C.cites_doi      AND P1.doi = C.cites_doi ) SELECT doi FROM doipapers ;",1,1," SYNTAX: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
8,1,IPC033-246 v1,"WITH RECURSIVE SELECT doi FROM Paper, Cites WHERE Paper.doi=Cites.dio OR Paper.dio = '10.1002/asi.4630270302' OR  '10.1002/asi.4630270302' IN Cites.cites_doi",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
9,1,IPC033-246 v1,Select Paper.doi from Paper  JOIN Cites on Paper.doi=Cites.doi Group by Paper.doi Recursive In{ Select Paper.doi from Paper JOIN Cites on Paper.doi=Cites.doi Where Paper.doi='10.1002/asi.4630270302' or Cites.doi='10.1002/asi.4630270302' or Cites.cites_doi='10.1002/asi.4630270302' },0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
10,1,IPC033-246 v1,,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
11,1,IPC033-246 v1,"(SELECT c.doi FROM Cites c WHERE c.cites_doi = '10.1002/asi.4630270302') UNION  (SELECT c2.doi FROM Cites c1, Cites c2 WHERE c1.cites_doi = '10.1002/asi.4630270302') ;  ",1,1," SYNTAX: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
12,1,IPC033-246 v1,"WITH RECURSIVE Citation(paper_doi) AS( SELECT Cites.doi AS paper_doi FROM Cites WHERE Cites.doi ='10.1002/asi.4630270302') UNION (SELECT Cites.doi AS paper_doi FROM Citation, Cites WHERE Citation.paper_doi = Cites.paper_doi) ) SELECT*FROM Citation;",0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis.. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
13,1,IPC033-246 v1,SELECT doi FROM Paper WHERE Paper.doi=Cites.doi AND Cites.cites_doi=´10.1002/asi.4630270302´;,0.5,1,"The query could not be executed.. Binder Error: Table ""paper"" does not have a column named ""doicites""LINE 1: ...ct paper.doicites.doi from paper where paper.doicites.doi   and paper_paper.do...                                                  ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
14,1,IPC033-246 v1,"WITH RECURSIVE InfuencedBy(cites) AS  ( SELECT Cites.doi AS cites FROM Cites WHERE Cites.cites_doi = '10.1002/asi.4630270302'  UNION  SELECT Cites.doi AS cites FROM InfuencedBy, Cites WHERE InfuencedBy.cites = Cites.cites_doi AND NOT Cites.cites_doi IS NULL );",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
15,1,IPC033-246 v1,"WITH RECURSIVE doiCites(cdoi) AS (     SELECT C.doi AS cdoi     FROM Cites C     WHERE cites_doi = '10.1002/asi.4630270302'   UNION     SELECT C.doi AS cdoi     FROM doiCites D, Cites C     WHERE D.cdoi = C.cdoi     AND NOT C.doi IS NULL ) SELECT * FROM doiCites;",1,1,"The query could not be executed. SYNTAX: Correct! Well done. . Binder Error: Table ""C"" does not have a column named ""cdoi"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
16,1,IPC033-246 v1,,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
17,1,IPC033-246 v1,,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
18,1,IPC033-246 v1,"WITH RECURSIVE Influenced(id) AS (   SELECT Paper.doi AS id   FROM Paper   WHERE Paper.doi = '10.1002/asi.4630270302'   UNION   SELECT Paper.doi AS id   FROM Cites, Paper   WHERE Cites.cites.doi = Paper.doi   AND NOT Paper.doi IS NULL ) SELECT * FROM Influenced",1,1,"The query could not be executed. SYNTAX: Correct! Well done. . Binder Error: Table ""Cites"" does not have a column named ""cites"". This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
19,1,IPC033-246 v1,"WITH RECURSIVE Influenced AS ( SELECT doi, cites_doi FROM Cites  WHERE doi = '10.1002/asi.4630270302' UNION SELECT C.doi, C.cites_doi FROM Cites C, Influenced I WHERE C.doi = I.cites_doi) SELECT doi FROM Influenced  ",1,1," SYNTAX: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
20,1,IPC033-246 v1,"WITH RECURSIVE PaperDoi (doi, cites_doi) AS  (SELECT doi, cites_doi FROM Paper, Cites UNION SELECT Paper.doi, Cites.cites_doi FROM Paper, Cites WHERE Paper.doi = Cites.cites_doi)  SELECT C2.doi FROM Paper, Cites C1, Cites C2 WHERE C1.doi = Paper.doi AND C2.cites_doi = Paper.doi AND Paper.doi = ´10.1002/asi.4630270302´;",0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis.. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
21,1,IPC033-246 v1,,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
22,1,IPC033-246 v1,,0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
23,1,IPC033-246 v1,"WITH RECURSIVE influence(cite) AS (         SELECT doi         FROM Cites         WHERE doi = '10.1002/asi.4630270302'     UNION         SELECT doi         FROM Cites C, influence I         WHERE I.cite = C.cites_doi         AND NOT doi IS NULL ) SELECT doi FROM Cites C, influence I;",1,1," SYNTAX: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
24,1,IPC033-246 v1,"  WITH RECURSIVE Something(doi) ( SELECT Paper.doi AS doi FROM Paper, Cites WHERE Paper.doi = ´10.1002/asi.4630270302´ AND Paper.doi = Cites.doi UNION SELECT Cites.cites_doi AS doi FROM Something S, Cites WHERE S.doi = Cites.doi AND NOT Cites.cites_doi IS NULL )  SELECT Something.doi FROM Something  ",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
25,1,IPC033-246 v1,"WITH RECURSIVE New(id) AS ( SELECT  FROM Paper P WHERE  UNION  SELECT FROM Paper P, New N WHERE ) SELECT * FROM Paper",0,1," SYNTAX: The query is not parseable. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
