Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A , Performs Pe, Track T, Produces Pr, Writes W WHERE A.artist_id = Pe.artist_id AND Pe.track_id = T.track_id AND A.artist_id = Pr.artist_id AND Pr.track_id = T.track_id AND A.artist_id = W.artist_id AND W.track_id = T.track_id; ",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
2,1,10,SELECT DISTINCT artist.name FROM artist JOIN performs ON artist.artist_id = performs.artist_id JOIN produces ON artist.artist_id = produces.artist_id AND performs.track_id = produces.track_id JOIN writes ON artist.artist_id = writes.artist_id AND produces.track_id = writes.track_id;,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
3,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A JOIN Performs Per ON A.artist_id = Per.artist_id JOIN Track T ON Per.track_id=T.track_id JOIN Produces Pro ON Pro.track_id = T.track_id AND Pro.artist_id=A.artist_id JOIN Writes W ON W.track_id=T.track_id AND A.artist_id = W.artist_id; ",0.375,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
4,1,10,"SELECT DISTINCT Artist.artist_id, Artist.name FROM Artist NATURAL JOIN Performs NATURAL JOIN Writes NATURAL JOIN Produces;",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
5,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A JOIN Performs P ON A.artist_id = P.artist_id JOIN Writes W ON A.artist_id = W.artist_id JOIN Produces Pr ON A.artist_id = Pr.artist_id WHERE P.track_id = W.track_id AND P.track_id = Pr.track_id;",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
6,1,10,"SELECT DISTINCT Artist.name FROM Track, Artist, Performs, Writes, Produces WHERE Artist.artist_id = Writes.artist_id AND Writes.track_id = Track.track_id AND Performs.track_id = Track.track_id AND Performs.artist_id = Artist.artist_id AND Produces.artist_id = Artist.artist_id AND Produces.track_id = Track.track_id ;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
7,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A,Performs P, Produces Pd, Track T, Writes W WHERE A.artist_id = P.artist_id AND P.track_id=T.track_id AND A.artist_id = Pd.artist_id AND Pd.track_id=T.track_id AND A.artist_id = W.artist_id AND W.track_id=T.track_id;",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
8,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A , Performs, Produces, Writes WHERE A.artist_id = Performs.artist_id AND A.artist_id  = Produces.artist_id AND A.artist_id = Writes.artist_id AND Performs.track_id = Produces.track_id AND Performs.track_id = Writes.track_id AND Produces.track_id = Writes.track_id;",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
9,1,10,"SELECT DISTINCT A.artist_id, A.name FROM Artist A JOIN Performs P ON A.artist_id = P.artist_id JOIN Produces Pr ON A.artist_id = Pr.artist_id JOIN Writes W ON A.artist_id = W.artist_id JOIN Track T ON P.track_id = T.track_id             AND Pr.track_id = T.track_id             AND W.track_id = T.track_id;",0.375,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
239,1,10,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an intermediate quiz. We placed more weight on semantics, then syntax and finally results."
