Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-291 v1,SELECT song FROM Track WHERE NOT EXIST (  SELECT * FROM Performs  WHERE Performs.track_id = Track.track_id  AND role = 'vocals');,0.375,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'SELECT song FROM Track WHERE NOT EXISTS (  SELECT * FROM Performs  WHERE Performs.track_id = Track.track_id  AND role = 'vocals');'.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . There was an error in grading this quiz."
2,1,IPC033-291 v1,SELECT T.song FROM Track T JOIN Performs P ON T.track_id = P.track_id WHERE P.role <> 'vocals';,0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . There was an error in grading this quiz."
3,1,IPC033-291 v1,"SELECT song FROM Track, Performs WHERE NOT role = 'vocals' AND NOT artist_id = NULL AND Track.track_id =  Performs.track_id;",0.25,1, SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . There was an error in grading this quiz.
4,1,IPC033-291 v1,"SELECT T.song FROM Track T, Performs P WHERE T.track_id = P.track_id AND NOT EXISTS (   SELECT role FROM Performs P2 WHERE T.track_id = P2.track_id AND role='vocals' );",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . There was an error in grading this quiz."
5,1,IPC033-291 v1,"SELECT song, Track.track_id, role FROM Track, Performance WHERE Performs.track_id = Track.track_id  AND role != 'vocals' ;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Table with name Performance does not exist!Did you mean ""Performs""?. There was an error in grading this quiz."
6,1,IPC033-291 v1,"SELECT songs, role FROM Track, Performs WHERE Performs.track_id= Track.track_id AND role != vocal AND Performs.artist_id IS NOT NULL ;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced column ""vocal"" not found in FROM clause!Candidate bindings: ""Performs.role""LINE 1: ...s.track_id= Track.track_id AND role != vocal AND Performs.artist_id IS NOT NUL...                                                  ^. There was an error in grading this quiz."
7,1,IPC033-291 v1,SELECT T.song FROM Track T WHERE NOT EXISTS ( SELECT P.track_id FROM Preforms P WHERE P.role = 'vocals');,0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Table with name Preforms does not exist!Did you mean ""Performs""?. There was an error in grading this quiz."
8,1,IPC033-291 v1,SELECT song FROM Track T WHERE EXISTS ( SELECT * FROM Performs P WHERE P.track_id = T.track_id ) AND NOT EXISTS ( SELECT * FROM Performs P WHERE P.track_id = T.track_id AND role = 'vocals' ) ;,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
9,1,IPC033-291 v1,SELECT song FROM Track WHERE EXISTS ( SELECT * FROM Performs WHERE Performs.track_id=Track.track_id) AND NOT EXISTS ( SELECT * FROM Performs WHERE Performs.track_id=Track.track_id AND role='vocals');,1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
10,1,IPC033-291 v1,SELECT T.song FROM Track T WHERE NOT EXISTS  (SELECT P.role FROM Performs P WHERE T.artist_id = P.artist_id AND role = 'vocals');,0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced table ""T"" not found!Candidate tables: ""P"". There was an error in grading this quiz."
