Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-231 v1,SELECT email FROM Person WHERE Person.person_name = 'John Doe',1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
2,1,IPC033-231 v1,SELECT email FROM Person  WHERE person_name = 'John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
3,1,IPC033-231 v1,SELECT email  FROM Person WHERE person_name =  'John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
4,1,IPC033-231 v1,SELECT email FROM Person WHERE person_name = 'John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
5,1,IPC033-231 v1,SELECT email FROM Person WHERE person_name = 'John Doe',1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
6,1,IPC033-231 v1,SELECT email  FROM Person WHERE Person.person_name = 'John Doe',1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
7,1,IPC033-231 v1,SELECT email FROM Person WHERE person_name = ´John Doe´ ;,0.5,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'select email from person where person_name = 'john doe';'.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, ''. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
8,1,IPC033-231 v1,SELECT email FROM Person Where person_name = ´John Doe´,0.5,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'select email from person where person_name = 'john doe';'.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, ''. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
9,1,IPC033-231 v1,Select email from Person  Where person_name='John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
10,1,IPC033-231 v1,SELECT P.email FROM Person P WHERE P.person_name = 'John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
11,1,IPC033-231 v1,SELECT p.email FROM Person p WHERE p.person_name = ´John Doe´ ;,0.375,1,"The query could not be executed. RESULTS: The output of the query is not correct. . Binder Error: Referenced table ""p"" not found!Candidate tables: ""person""LINE 1: select p.email from person where p.person_name = 'john doe';                                         ^. This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
12,1,IPC033-231 v1,SELECT Person.email FROM Person WHERE Person.person_name = 'John Doe';,1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
13,1,IPC033-231 v1,SELECT email FROM Person WHERE person_name=´John Doe´;,0.375,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'select email from person where person_name='john doe';'.  RESULTS: The output of the query is not correct. . This quiz was graded as an introductory quiz. We placed more weight on syntax, then semantics and finally results."
