Org Defined ID,Attempt #,Q #,Query,Grade,Out Of,Feedback
478,1,3,"""INSERT INTO Copy (isbn, serial_number, weight, bookcase) VALUES (1234, 4321, 5, 6);""",1,1,"""🟢 Correct."""
479,1,3,"""insert into copy (isbn, serial_number, weight, bookcase) values (9781292025899, 42069, 102.32, 150)""",1,1,"""🟢 Correct."""
480,1,3,"""INSERT INTO Copy VALUES ('9781292015828', 123, 123, 123) ;""",1,1,"""🟢 Correct."""
481,1,3,"""INSERT INTO Copy VALUES (13, 1, 200, 7);""",1,1,"""🟢 Correct."""
482,1,3,"""INSERT INTO Copy VALUES ('9781292025827', 1, 0.5, 4);""",1,1,"""🟢 Correct."""
483,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('1121', 25446562315, 20, 1265);""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Target columns: 'isbn', 'serial_number', 'weight', 'bookcase'. Insert values: (9781523853960, 1, 200, 23)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1: isbn
❌ Row 1: serial_number
❌ Row 1: weight
❌ Row 1: bookcase

❗ Problem Details:
● Mismatch in values at row 1, isbn: expected '9781523853960', found '1121'.
● Mismatch in values at row 1, serial_number: expected '1', found '25446562315'.
● Mismatch in values at row 1, weight: expected '200', found '20'.
● Mismatch in values at row 1, bookcase: expected '23', found '1265'.

4️⃣ Next steps:
💡 Fix the value at row 1: isbn.
💡 Fix the value at row 1: serial_number.
💡 Fix the value at row 1: weight.
💡 Fix the value at row 1: bookcase.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
484,1,3,"""INSERT INTO Copy (isbn, serial_number, weight, bookcase)  VALUES ('11', 1, 500, 101);""",1,1,"""🟢 Correct."""
485,1,3,"""INSERT INTO Copy (isbn, serial_number, weight, bookcase)  VALUES ('123456', 3, 250, 3);""",1,1,"""🟢 Correct."""
486,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('1481292025888', 1939, 1000, 7);""",1,1,"""🟢 Correct."""
487,1,3,"""INSERT INTO Copy (isbn, serial_number, weight, bookcase) VALUES ('9781292025828',1,1,1);""",1,1,"""🟢 Correct."""
488,1,3,"""INSERT INTO Copy  VALUES ('999', 'We', 'Yevgeny Zamyatin');""",0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Insert values: (9781292015828, 123, 123, 123)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1 values

❗ Problem Details:
● Row 1 has different number of values: expected 4, found 3.
● Missing value(s): '123' .

4️⃣ Next steps:
💡 Add the missing value(s) at row 1.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
489,1,3,"""INSERT INTO Copy VALUES('3', 1, 250, 1);""",1,1,"""🟢 Correct."""
490,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('9781292025825', 123, 100, 3);""",1,1,"""🟢 Correct."""
491,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES (12345678, 1234, 250, 1);""",1,1,"""🟢 Correct."""
492,1,3,DELETE FROM Book  WHERE isbn = '9781292025827' ;,0.05714285714285714,1,"""Missing InsertStmt statement.
Extra DeleteStmt statement.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
493,1,3,"""INSERT INTO Copy(isbn, serial_number, weight, bookcase) VALUES ('4400112345678', 5, 100, 55);""",1,1,"""🟢 Correct."""
494,1,3,"""INSERT INTO Copy (isbn, serial_number, weight, bookcase) VALUES ('1234567890123', 1, 500, 1);""",1,1,"""🟢 Correct."""
495,1,3,"""INSERT INTO COPY VALUES ('1984198419684', 'The Communist Manifesto', 'Karl Marx');""",0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Insert into table 'copy'. Insert values: (9781292015828, 123, 123, 123)

2️⃣ Correct Clauses:
✅ Target table
✅ Target columns

3️⃣ Issues found in the following sections:
❌ Row 1 values

❗ Problem Details:
● Row 1 has different number of values: expected 4, found 3.
● Missing value(s): '123' .

4️⃣ Next steps:
💡 Add the missing value(s) at row 1.
5️⃣ Additional Information:
● Results Analysis: ❌ Your query should have violated a foreign key constraint, but it did not.
"""
