Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
56,1,IPC033-55 v1,"SELECT unit_name, AVG(salary) FROM Unit, Employee WHERE Employee.unit_id = Unit.unit_id",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: column ""unit_name"" must appear in the GROUP BY clause or must be part of an aggregate function.Either add it to the GROUP BY list, or use ""ANY_VALUE(unit_name)"" if the exact value of ""unit_name"" is not important.LINE 1: SELECT unit_name, AVG(salary) FROM Unit, Emplo...               ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
223,1,IPC033-55 v1,"SELECT Unit.unit_name, AVG(Employee.salary) AS avg_salary  FROM Unit  JOIN Employee ON Unit.unit_id = Employee.unit_id  GROUP BY Unit.unit_name;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
176,1,IPC033-55 v1,"SELECT Unit.unit_name, AVG(Employee.salary) AS avg_salary  FROM Employee  JOIN Unit ON Employee.unit_id = Unit.unit_id  GROUP BY Unit.unit_id, Unit.unit_name;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
89,1,IPC033-55 v1,"SELECT  AVG(Salary) FROM Unit, Employee WHERE Unit.unit_id = Employee.unit_id GROUP BY Unit_name",0.25,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
116,1,IPC033-55 v1,"SELECT Unit.unit_name, AVERAGE(Employee.salary) AS Average_salary  FROM Unit",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Scalar Function with name average does not exist!Did you mean ""age""?LINE 1: SELECT Unit.unit_name, AVERAGE(Employee.salary) AS Average_sal...                               ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
224,1,IPC033-55 v1,"SELECT u.unit_name, AVG(e.salary)  FROM Unit u JOIN Employee e ON u.unit_id = e.unit_id  GROUP BY u.unit_name",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
209,1,IPC033-55 v1,"SELECT Unit.unit_name, AVG(Employee.salary) AS average_salary  FROM Employee  JOIN Unit ON Employee.unit_id = Unit.unit_id  GROUP BY Unit.unit_name;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
180,1,IPC033-55 v1,"SELECT u.unit_name, AVG(e.salary) AS average_salary FROM Unit u LEFT JOIN Employee e ON u.unit_id = e.unit_id  GROUP BY u.unit_name;   ",0.5,1," SYNTAX: Correct! Well done.  RESULTS: Not correct! Though, the correct results are contained within the query results,  they were not correctly filtered.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
53,1,IPC033-55 v1,"SELECT unit_name, AVG(salary)  FROM Unit, Employee  WHERE Unit.unit_id = Employee.unit_id  GROUP BY unit_name;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
143,1,IPC033-55 v1,"SELECT U.unit_name, AVERAGE(salary)  FROM Unit U, Employee E  WHERE U.unit_id = E.unit_id  GROUP BY unit_name;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Scalar Function with name average does not exist!Did you mean ""age""?LINE 1: SELECT U.unit_name, AVERAGE(salary)  FROM Unit U, Employee ...                            ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
