Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
56,1,IPC033-53 v1,"SELECT name, hire_date FROM Employee WHERE salary > 2500 AND salary < 2500",0.75,1," SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS MINOR ERROR: To make the query have correct semantics, it was changed to, 'SELECT name, hire_date  FROM Employee  WHERE salary > 2500  AND salary < 3500 '. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
223,1,IPC033-53 v1,"SELECT name, hire_date  FROM Employee  WHERE salary BETWEEN 2500 AND 3500;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
176,1,IPC033-53 v1,"SELECT name, hire_date  FROM Employee  WHERE salary >=2500 AND salary <= 3500;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
89,1,IPC033-53 v1,"SELECT name, hire_date FROM Employee WHERE salary BETWEEN 2500 AND 3500;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
116,1,IPC033-53 v1,"SELECT name, hire_date  FROM Employee  WHERE salary BETWEEN 2500 AND 3500   ",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
224,1,IPC033-53 v1,SELECT name  FROM Employee  WHERE salary IS BETWEEN 2500 AND 3500,0.125,1," SYNTAX: The query is not parseable.  SYNTAX MINOR ERROR: To make the query parseable, it was changed to, 'select name from employee where salary between 2500 and 3500;'.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
209,1,IPC033-53 v1,"SELECT name, hire_date  FROM Employee  WHERE salary BETWEEN 2500 AND 3500;   ",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
180,1,IPC033-53 v1,"SELECT name, hire_date FROM Employee WHERE salary BETWEEN 2500 AND 3500;",1,1," SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
53,1,IPC033-53 v1,"SELECT name, hire_date  FROM Employee  WHERE Employee.salary => 2500 AND Employee.salary <= 3500;",0.125,1,"The query could not be executed. RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Catalog Error: Scalar Function with name =<= does not exist!Did you mean ""<<""?LINE 1: ...mployee where employee.employee.salary =<= 3500 and employee.employee.salary <...                                                  ^. This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
143,1,IPC033-53 v1,,0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . This quiz was graded as an advanced quiz. We placed more weight on results, then semantics and finally syntax."
