Org Defined ID,Attempt #,Q #,Answer,Score,Out Of,Feedback
1,1,IPC033-290 v1,"SELECT title, SUM(duration) FROM Track, Album WHERE Track.album_id = Album.album_id GROUP BY title;",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
2,1,IPC033-290 v1,"SELECT A.title, SUM(T.duration) FROM Album A JOIN Track T On A.album_id = T.album_id GROUP BY A.title;",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
3,1,IPC033-290 v1,"SELECT title, SUM( SELECT duration FROM Track, Album WHERE Track.album_id = Album.album_id) AS total FROM Album;",0,1," SYNTAX: The query is not parseable.  The query ffailed to process in syntax analysis. SEMANTICS: Since the query is not parseable, we could not verify the semantics. . There was an error in grading this quiz."
4,1,IPC033-290 v1,"SELECT A.title, SUM(T.duration) FROM Album A, Track T WHERE A.album_id = T.album_id GROUP BY A.title;",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
5,1,IPC033-290 v1,"SELECT Track.album_id, title, duration FROM Track, Album WHERE Album.album_id = Track.album_id SUM duration;",0,1," SYNTAX: The query is not parseable.  SEMANTICS: Since the query is not parseable, we could not verify the semantics. . There was an error in grading this quiz."
6,1,IPC033-290 v1,"SELECT title, COUNT(duration) AS total_duration FROM Album GROUP BY title ;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: Referenced column ""duration"" not found in FROM clause!Candidate bindings: ""Album.title""LINE 1: SELECT title, COUNT(duration) AS total_duration FROM Album ...                            ^. There was an error in grading this quiz."
7,1,IPC033-290 v1,"SELECT A.title, SUM(T.duration) AS album_duration FROM Track T, Album A WHERE A.album_id = T.album_id GROUP BY A.title;",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
8,1,IPC033-290 v1,"SELECT min(title), sum(duration) FROM Album NATURAL JOIN Track GROUP BY album_id;  -- Each group only has one distinct title, but we group by album_id (otherwise albums with identical titles are grouped together) so we use `min` to get *one* value for title.",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
9,1,IPC033-290 v1,"SELECT title, SUM(duration) FROM Album, Track WHERE Album.album_id=Track.album_id GROUP BY title;",1,1, SYNTAX: Correct! Well done.  RESULTS: Correct! Well done.  SEMANTICS: Correct! Well done. . There was an error in grading this quiz.
10,1,IPC033-290 v1,"SELECT A.title, SUM(T.duration) FROM Album A JOIN Track T ON A.album_id = T.album_id GROUP BY A.album_id;",0.25,1,"The query could not be executed. SYNTAX: Correct! Well done.  RESULTS: The output of the query is not correct.  SEMANTICS: The query does not have correct semantics. . Binder Error: column ""title"" must appear in the GROUP BY clause or must be part of an aggregate function.Either add it to the GROUP BY list, or use ""ANY_VALUE(title)"" if the exact value of ""title"" is not important.LINE 1: SELECT A.title, SUM(T.duration) FROM Album A J...               ^. There was an error in grading this quiz."
