Org Defined ID,Attempt #,Q #,Query,Grade,Out Of,Feedback
1,1,4,UPDATE Book SET isbn = 999 WHERE isbn = 978129202582;,0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'
❌ WHERE clause

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '999'.
● Operands mismatch in condition 'isbn = 9781292025827'.
● Expected operands: 'isbn' and '9781292025827'.
● Found operands: 'isbn' and '978129202582'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
💡 Review your WHERE clause conditions to match the specified requirements.
"""
2,1,4,"""UPDATE book SET isbn=""""4"""" WHERE isbn=""""9781292025827"""";""",0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '4'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
3,1,4,UPDATE Book SET isbn = 2 WHERE isbn = 9781292025827;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '2'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
4,1,4,ON UPDATE  CASCADE (SELECT isbn FROM COPY WHERE Book.isbn=Copy.isbn),0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
5,1,4,UPDATE Book SET isbn = '9888892025827'   SELECT isbn FROM Copy;,0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
6,1,4,"""UPDATE Book SET isbn=9781292025827 WHERE isbn = 978129202582; --In question 3 the isbn is 978129202582, in this one 978129202582, so I used the first one""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'
❌ WHERE clause

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '9781292025827'.
● Operands mismatch in condition 'isbn = 9781292025827'.
● Expected operands: 'isbn' and '9781292025827'.
● Found operands: 'isbn' and '978129202582'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
💡 Review your WHERE clause conditions to match the specified requirements.
"""
7,1,4,UPDATE Book SET isbn = '123' WHERE isbn = '9781292025827';   SELECT * FROM Copy;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '123'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
Extra SelectStmt statement.
"""
8,1,4,UPDATE Book SET isbn = '999999999999' WHERE isbn = '9781292025827'  ;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '999999999999'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
9,1,4,"""UPDATE Book SET isbn = 1236 WHERE title = """"A first course in Database Systems"""";""",0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'
❌ WHERE clause

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '1236'.
● Operands mismatch in condition 'isbn = 9781292025827'.
● Expected operands: 'isbn' and '9781292025827'.
● Found operands: 'title' and 'A first course in Database Systems'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
💡 Review your WHERE clause conditions to match the specified requirements.
"""
10,1,4,"""UPDATE Book SET isbn = """"12345"""" WHERE Book.isbn = """"9781292025827""""; SELECT * FROM Copy WHERE isbn=""""12345;""",0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
11,1,4,UPDATE Book SET isbn = 3  WHERE isbn = '9781292025827';,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '3'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
12,1,4,UPDATE Book SET isbn = '123456789' WHERE isbn == '2234';,0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'
❌ WHERE clause

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '123456789'.
● Operator mismatch: Expected '=', but found '=='.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
💡 Review your WHERE clause conditions to match the specified requirements.
"""
13,1,4,UPDATE Book SET isbn='12345' WHERE isbn='9781292025827';,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '12345'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
14,1,4,UPDATE Book SET isbn = '978129202582' WHERE title =  'A first course in Database Systems';,0.3142857142857143,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'
❌ WHERE clause

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '978129202582'.
● Operands mismatch in condition 'isbn = 9781292025827'.
● Expected operands: 'isbn' and '9781292025827'.
● Found operands: 'title' and 'A first course in Database Systems'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
💡 Review your WHERE clause conditions to match the specified requirements.
"""
15,1,4,UPDATE Book SET isbn = 100 WHERE isbn = 9781292025827;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '100'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
16,1,4,UPDATE Book SET isbn=42 WHERE isbn=9781292025827;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '42'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
17,1,4,,0,1,"""The query is not parseable. Therefore, the semantics could not be verified.
"""
18,1,4,update book set isbn=89 where isbn=9781292025827;,0.42857142857142855,1,"""1️⃣ Goal:
The query is supposed to:
 ● Update table 'book' by setting isbn = 1292025824,  where isbn = 9781292025827.

2️⃣ Correct Clauses:
✅ Target table
✅ WHERE clause

3️⃣ Issues found in the following sections:
❌ Value for 'isbn'

❗ Problem Details:
● For column 'isbn', the value should be '1292025824', but you provided '89'.

4️⃣ Next steps:
💡 Fix the value assignment for column 'isbn'.
"""
